title,release_date,popularity,genre_ids,vote_average
Digimon Adventure 02: The Beginning,2023-04-01,57.606,"[12, 16, 14]",6.571
Bad Boys II,2003-07-18,34.172,"[28, 80, 35]",6.607
Deepwater Horizon,2016-09-28,38.926,"[18, 28]",6.865
I Want to Eat Your Pancreas,2018-09-01,36.178,"[16, 18, 10749]",8.237
Brother's Keeper,2021-08-20,29.679,[18],7.682
Teen Wolf,1985-08-23,38.418,"[35, 14, 10749]",6.177
The Ridiculous 6,2015-12-11,26.672,"[37, 35]",5.201
The Human Centipede 2 (Full Sequence),2011-10-06,35.67,"[18, 27, 80]",4.807
School of Rock,2003-10-03,38.411,"[35, 10402]",7.076
RoboCop,1987-07-17,37.408,"[28, 53, 878]",7.308
Attack,2022-04-01,36.432,"[28, 878, 53]",7.155
Casper's Haunted Christmas,2000-10-31,39.65,"[16, 10751, 14]",5.357
Eva,2021-12-24,33.252,"[18, 10749]",5.636
Memories of Murder,2003-05-02,31.149,"[80, 18, 53]",8.071
Attack,2022-04-01,36.432,"[28, 878, 53]",7.155
Casper's Haunted Christmas,2000-10-31,39.65,"[16, 10751, 14]",5.357
Eva,2021-12-24,33.252,"[18, 10749]",5.636
Memories of Murder,2003-05-02,31.149,"[80, 18, 53]",8.071
Black Water: Abyss,2020-07-09,34.659,"[27, 28, 12]",5.151
A Fistful of Dollars,1964-09-12,29.893,[37],7.844
Johnny English Reborn,2011-09-15,39.645,"[80, 28, 35]",6.224
A Walk Among the Tombstones,2014-09-18,30.654,"[80, 18, 9648, 53]",6.3
Angels & Demons,2009-05-13,33.394,"[53, 9648]",6.708
The Temptation of Kimono,2009-03-27,32.032,"[18, 10749]",5.846
Halo: Nightfall,2014-02-05,44.39,[878],6.895
Alimañas,2023-10-27,44.577,[35],5.222
The Quintessential Quintuplets Movie,2022-05-20,37.41,"[16, 35, 10749]",8.365
Rogue One: A Star Wars Story,2016-12-14,51.309,"[28, 12, 878]",7.488
Open Season: Scared Silly,2015-12-18,25.383,"[16, 35, 10751, 12]",5.9
How to Be Single,2016-02-08,31.633,"[35, 10749]",6.248
In the Heart of the Sea,2015-12-03,24.503,"[53, 18, 12, 28, 36]",6.8
Weathering with You,2019-06-19,31.885,"[16, 18, 14, 10749]",7.99
Groundhog Day,1993-02-11,32.124,"[10749, 14, 18, 35]",7.608
American Star,2024-01-26,30.79,"[53, 9648, 18]",5.1
Stand by Me Doraemon 2,2020-11-20,34.92,"[16, 10751, 878]",7.648
Project Gemini,2022-01-06,34.914,"[878, 27]",5.811
Sniper: Ultimate Kill,2017-10-03,34.898,[28],6.453
Freaks,2019-09-12,34.88,"[878, 53, 18, 9648]",6.758
Renfield,2023-04-07,34.878,"[35, 27, 14]",6.625
Guardians of the Galaxy,2014-07-30,34.864,"[28, 878, 12]",7.907
Tre di troppo,2023-01-01,34.836,"[35, 10749]",6.552
Captain Miller,2024-01-11,34.812,"[28, 12]",7.3
Rush Hour 2,2001-08-03,34.796,"[28, 35, 80]",6.717
Man of Tai Chi,2013-07-04,34.791,"[28, 18]",6.076
Coach Carter,2005-01-14,34.787,"[18, 36]",7.565
Infinity Pool,2023-01-27,34.781,"[27, 878]",6.2
The Flintstones,1994-05-26,34.726,"[14, 35, 10751]",5.316
Memento,2000-10-11,34.711,"[9648, 53]",8.187
Portrait of a Lady on Fire,2019-09-18,34.7,"[18, 10749]",8.156
Never Back Down,2008-03-04,34.695,"[18, 28]",6.747
Night Train,2023-01-13,34.674,"[28, 53, 80]",6.0
Não Tem Volta,2023-11-23,34.673,"[35, 28]",7.0
Central Intelligence,2016-06-16,34.666,"[28, 35, 80, 9648]",6.414
Black Water: Abyss,2020-07-09,34.659,"[27, 28, 12]",5.151
Insidious: Chapter 3,2015-05-28,29.345,"[27, 53, 9648]",6.3
In the Mood for Love,2000-09-29,34.589,"[18, 10749]",8.111
Life,2017-03-22,36.591,"[27, 878, 9648, 53]",6.431
Bad Boys,1995-04-07,31.584,"[28, 35, 80, 53]",6.79
"Legally Blonde 2: Red, White & Blonde",2003-07-02,31.084,"[35, 10749]",5.654
Alien³,1992-05-22,31.833,"[878, 28, 27]",6.356
Fighting Spirit - Mashiba vs. Kimura,2003-09-05,32.723,"[16, 35, 18, 28]",6.6
My Hero Academia: Heroes Rising,2019-12-20,45.344,"[16, 28, 14, 12]",8.183
Finestkind,2023-09-08,38.202,"[80, 18, 53]",7.134
Aladdin and the King of Thieves,1996-05-20,34.329,"[12, 16, 10751]",6.264
Pornocracy: The New Sex Multinationals,2017-03-12,30.283,[99],6.75
Pete's Dragon,2016-08-10,24.303,"[12, 10751, 14]",6.383
John Carter,2012-03-07,35.325,"[28, 12, 878]",6.31
Ghost Rider: Spirit of Vengeance,2011-12-10,35.071,"[28, 14, 53]",5.009
Gremlins 2: The New Batch,1990-06-15,32.567,"[35, 27, 14]",6.411
The Holiday,2006-12-08,27.318,"[35, 10749]",7.085
Porno,1981-01-01,47.116,[18],4.6
Herbie Fully Loaded,2005-06-22,26.817,"[35, 10751, 12, 14, 10749]",5.723
Fantastic Four: Rise of the Silver Surfer,2007-06-13,37.066,"[878, 12, 28]",5.6
Sword Art Online the Movie – Progressive – Scherzo of Deep Night,2022-10-22,56.596,"[16, 28, 14, 878]",7.596
Snapshot of Love,2022-03-15,36.049,"[10770, 35, 10749]",6.286
El Camino: A Breaking Bad Movie,2019-10-11,25.571,"[80, 18, 53]",6.954
Perfume: The Story of a Murderer,2006-09-13,31.559,"[80, 14, 18]",7.353
The Longest Yard,2005-05-27,36.055,"[18, 35, 80]",6.647
Coast,2022-04-08,42.011,[18],4.7
Star Wars: Episode II - Attack of the Clones,2002-05-15,32.763,"[12, 28, 878]",6.555
The Hunger Games,2012-03-12,35.136,"[878, 12, 14]",7.205
Attack on Titan II: End of the World,2015-09-01,39.805,"[27, 878, 28, 14]",6.03
Rush Hour 2,2001-08-03,34.796,"[28, 35, 80]",6.717
Bramayugam,2024-02-15,30.809,"[27, 14, 36]",8.25
Wire Room,2022-09-02,36.077,"[28, 80]",6.426
Tre di troppo,2023-01-01,34.836,"[35, 10749]",6.552
Dragon Ball Z: Bio-Broly,1994-07-09,33.54,"[16, 28, 878]",5.8
Family Switch,2023-11-30,34.537,"[35, 14, 10751]",6.381
The Little Things,2021-01-28,30.551,"[80, 18, 53]",6.334
Barbie in The 12 Dancing Princesses,2006-09-19,38.036,"[16, 10751]",7.605
Logan Lucky,2017-08-17,30.037,"[35, 80, 28, 18]",6.729
The Kid,2000-07-07,40.279,"[14, 35, 10751]",6.6
San Andreas,2015-05-27,31.531,"[28, 18, 53]",6.232
The Call of the Wild,2020-02-19,35.786,"[12, 10751, 18]",7.568
Akira,1988-07-16,34.324,"[16, 878, 28]",7.946
I Spit on Your Grave 2,2013-08-25,34.312,"[53, 27, 80]",6.296
The League of Extraordinary Gentlemen,2003-07-11,34.289,"[14, 28, 53, 878]",5.954
Kill Boksoon,2023-02-17,34.282,"[28, 18, 53, 80]",6.925
The Big 4,2022-12-19,34.279,"[28, 35, 80]",6.914
The Price We Pay,2023-01-13,34.278,"[28, 53, 9648, 80, 27]",5.893
Hocus Pocus,1993-07-16,34.276,"[14, 35, 10751]",7.049
Seed of Chucky,2004-11-12,34.27,"[35, 27]",5.4
Reign of Chaos,2022-04-12,34.269,"[28, 27, 14]",5.736
The Remaining,2014-08-25,34.253,"[53, 27]",6.025
The Transporter Refueled,2015-09-02,34.25,"[28, 53, 80]",5.511
Notting Hill,1999-05-21,34.25,"[10749, 35]",7.26
Annabelle,2014-10-02,34.244,[27],5.767
Berserk: The Golden Age Arc I - The Egg of the King,2012-02-03,34.235,"[28, 12, 14, 16]",7.219
Virgin Territory,2007-12-17,34.235,"[12, 28, 35, 10749]",4.7
The Magnificent Seven,1960-10-12,34.225,"[28, 12, 37, 18]",7.52
Life of Pi,2012-11-20,34.196,"[12, 18]",7.397
Mortal Kombat Legends: Battle of the Realms,2021-08-31,34.192,"[16, 28, 14]",7.65
Zack and Miri Make a Porno,2008-09-18,34.183,[35],6.31
Big Momma's House 2,2006-01-26,34.176,"[35, 80]",5.737
Operation Red Sea,2018-02-16,25.24,"[28, 53, 10752, 18]",7.1
Sleepless in Seattle,1993-06-24,36.978,"[35, 18, 10749]",6.7
The Breakfast Club,1985-02-15,25.228,"[35, 18]",7.751
Paul Blart: Mall Cop 2,2015-04-16,28.324,"[28, 35, 10751]",5.146
The Boogeyman,2023-05-31,40.299,"[27, 53, 9648]",6.501
Ron's Gone Wrong,2021-10-14,41.994,"[16, 878, 10751, 35]",7.936
Return of the Jedi,1983-05-25,33.055,"[12, 28, 878]",7.895
Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,36.557,"[14, 12]",6.866
Smurfs: The Lost Village,2017-03-23,36.221,"[10751, 12, 16, 35]",6.307
There's Something in the Barn,2023-11-02,34.647,"[35, 27, 14]",6.504
The Boss Baby: Christmas Bonus,2022-12-06,32.757,"[16, 10751, 12]",6.735
Dragon Ball Z: Dead Zone,1989-07-15,31.212,"[16, 28, 14]",6.715
Dragon Ball: Curse of the Blood Rubies,1986-12-20,30.461,"[28, 16, 12, 35, 14, 878]",6.802
Terminator Salvation,2009-05-20,41.462,"[28, 878, 53]",6.054
Mia and the White Lion,2018-08-02,34.468,"[12, 10751, 18]",7.303
He's Just Not That Into You,2009-02-06,29.709,"[35, 10749, 18]",6.536
8 Mile,2002-11-08,35.451,"[18, 10402]",7.13
Along with the Gods: The Last 49 Days,2018-08-01,34.955,"[28, 12, 14, 53]",8.111
My Bloody Valentine,2009-01-16,27.947,"[9648, 27]",5.519
Never Back Down,2008-03-04,34.695,"[18, 28]",6.747
8 Mile,2002-11-08,35.451,"[18, 10402]",7.13
Along with the Gods: The Last 49 Days,2018-08-01,34.955,"[28, 12, 14, 53]",8.111
My Bloody Valentine,2009-01-16,27.947,"[9648, 27]",5.519
Never Back Down,2008-03-04,34.695,"[18, 28]",6.747
Scream 2,1997-12-12,29.941,"[27, 9648]",6.49
Atlantis: The Lost Empire,2001-06-02,36.007,"[16, 10751, 12, 878]",6.993
Separation,2021-04-30,51.454,"[27, 18]",5.9
Die Another Day,2002-11-17,31.936,"[12, 28, 53]",5.98
Munkar,2024-02-07,28.932,[27],1.5
Finch,2021-11-04,40.206,"[878, 18, 12]",7.913
The Fabelmans,2022-11-11,26.723,[18],7.672
Stargate,1994-10-28,28.174,"[28, 12, 878]",6.993
The Great Escape,1963-07-03,27.175,"[12, 18, 36, 53, 10752]",7.943
Bee Movie,2007-10-28,34.926,"[10751, 16, 12, 35]",6.022
Attack on Titan,2022-09-30,33.457,"[878, 28]",6.018
Night Train,2023-01-13,34.674,"[28, 53, 80]",6.0
Transporter 3,2008-11-26,31.166,"[28, 53, 80]",6.1
Batman,1989-06-21,32.413,"[14, 28, 80]",7.225
Speed,1994-06-09,33.66,"[28, 12, 80]",7.125
The Velveteen Rabbit,2023-11-21,37.598,"[16, 10751, 14]",6.95
Need for Speed,2014-03-12,33.761,"[28, 80, 18, 53]",6.404
Diary of a Nymphomaniac,2008-10-17,33.761,"[18, 10749]",5.555
Gemini Man,2019-10-02,33.748,"[878, 28, 53]",6.307
Snow White and the Huntsman,2012-05-30,33.739,"[12, 14, 18]",5.985
Moonraker,1979-06-26,33.733,"[28, 12, 53, 878]",6.2
"Are You There God? It's Me, Margaret.",2023-03-29,33.732,"[35, 18]",7.358
The Smurfs,2011-07-29,33.72,"[16, 10751, 12, 35, 14]",5.76
Yu Pui Tsuen II,1987-10-15,33.719,"[18, 14, 10749]",6.7
Blood Widow,2014-06-03,33.71,[27],4.801
Christmas Bloody Christmas,2022-10-05,33.706,[27],5.54
The Adventures of Tintin,2011-10-24,33.7,"[12, 16, 9648]",6.893
Mojave Diamonds,2023-08-24,33.695,"[28, 80, 53]",5.438
Lilo & Stitch 2: Stitch Has a Glitch,2005-01-22,33.695,"[16, 10751, 35, 878]",6.625
Final Destination 5,2011-08-12,33.681,"[27, 9648]",6.106
Hansan: Rising Dragon,2022-07-27,33.677,"[28, 36, 18, 10752]",6.585
Minions,2015-06-17,33.676,"[10751, 16, 12, 35]",6.398
Jeepers Creepers 3,2017-09-26,33.674,"[27, 9648, 53]",4.903
Speed,1994-06-09,33.66,"[28, 12, 80]",7.124
The Butterfly Effect 2,2006-08-17,33.656,"[18, 878, 53]",4.949
Love at First Sight,2023-09-15,33.642,"[10749, 18]",7.302
Naruto Shippuden the Movie: The Will of Fire,2009-08-01,33.642,"[28, 12, 35, 18, 14, 16]",7.2
Minority Report,2002-06-20,33.642,"[878, 28, 53]",7.343
The Karate Kid,1984-06-22,33.641,"[28, 10751, 18]",7.183
Don't Breathe 2,2021-08-12,33.637,"[53, 27]",7.087
Finding Dory,2016-06-16,33.632,"[12, 16, 35, 10751]",7.042
The Wonderful Story of Henry Sugar,2023-09-20,33.627,"[35, 12, 14, 18]",7.27
Corpus Christi,2019-09-10,33.602,[18],7.665
A Dog's Journey,2019-05-03,33.592,"[10751, 12, 18]",8.051
Batman Forever,1995-06-16,33.574,"[28, 80, 14]",5.416
Poseído,2019-10-31,33.562,[27],4.8
Abraham Lincoln: Vampire Hunter,2012-06-20,33.557,"[28, 14, 27]",5.72
Red Dawn,2012-03-15,33.553,"[28, 53]",5.7
Kabayo,2023-05-26,33.548,[18],3.0
Dragon Ball Z: Bio-Broly,1994-07-09,33.54,"[16, 28, 878]",5.8
Neon Genesis Evangelion: The End of Evangelion,1997-07-19,33.54,"[16, 878, 28, 18]",8.318
Sleepy Hollow,1999-11-19,33.532,"[18, 14, 53, 9648, 27]",7.168
4th Republic,2019-03-26,33.53,"[18, 80]",5.5
Obsessed,2014-05-14,33.53,[18],6.9
The Lost Boys,1987-07-31,33.528,"[27, 35, 53]",7.063
Police Academy,1984-03-22,33.521,"[35, 80]",6.669
X-Rated: The Greatest Adult Movies of All Time,2015-02-06,33.503,[99],6.242
Blackhat,2015-01-13,33.489,"[80, 53, 28]",5.477
Mission: Impossible II,2000-05-24,33.484,"[12, 28, 53]",6.122
The Fox and the Hound 2,2006-11-09,33.481,"[12, 16, 35, 10751]",6.0
Dragonheart: Vengeance,2020-02-04,33.477,"[14, 28, 12]",6.9
Bhamakalapam 2,2024-02-16,33.471,"[53, 80, 35]",0.0
Original Sin,2001-05-08,33.458,"[53, 18, 9648, 10749]",6.094
Attack on Titan,2022-09-30,33.457,"[878, 28]",6.018
Dragon Ball Z: The Tree of Might,1990-06-07,33.447,"[28, 16, 878]",6.487
Trainwreck,2015-07-17,33.442,"[35, 10749]",5.798
The Pilgrim's Progress,2019-04-18,33.436,"[16, 12]",7.7
The Evil Dead,1981-09-10,33.434,[27],7.307
Imagine Me & You,2006-01-27,33.427,"[18, 35, 10749]",7.582
The Patriot,2000-06-28,33.425,"[18, 36, 10752, 28]",7.175
Nightmare Alley,2021-12-02,33.415,"[80, 53, 18]",7.0
"Love, Rosie",2014-10-16,33.404,"[10749, 18, 35]",7.8
Before Sunrise,1995-01-27,33.404,"[18, 10749]",7.969
The Conference,2023-10-13,33.398,"[27, 35, 53]",5.366
Angels & Demons,2009-05-13,33.394,"[53, 9648]",6.708
Wallace & Gromit: The Curse of the Were-Rabbit,2005-09-04,33.37,"[12, 16, 35, 10751]",7.061
Sunod,2019-12-25,33.362,[27],6.5
Alvin and the Chipmunks: Chipwrecked,2011-12-14,33.351,"[35, 14, 10751, 10402, 16]",5.705
A Real Young Girl,1976-01-01,33.339,[18],5.233
Elite Squad,2007-10-12,33.335,"[18, 28, 80]",8.055
The Big Short,2015-12-11,33.324,"[35, 18]",7.349
The Seven Deadly Sins: Grudge of Edinburgh Part 1,2022-12-20,33.312,"[16, 14, 12, 28]",7.901
The Abyss,1989-08-09,33.307,"[12, 28, 53, 878]",7.344
The Hunchback of Notre Dame,1996-06-21,33.3,"[18, 16, 10751]",7.105
Ghostbusters,2016-07-14,33.296,"[28, 14, 35]",5.363
City of God,2002-08-30,33.296,"[18, 80]",8.4
The Bourne Identity,2002-06-14,33.277,"[28, 18, 9648, 53]",7.465
The Fall Guy,2024-04-25,33.269,"[28, 35, 53]",0.0
Eva,2021-12-24,33.252,"[18, 10749]",5.636
Unforgiven,1992-08-07,33.239,[37],7.915
Prizefighter: The Life of Jem Belcher,2022-06-30,33.234,"[36, 18]",6.3
Fullmetal Alchemist: The Revenge of Scar,2022-05-20,33.225,"[14, 28, 12]",6.667
Mamma Mia!,2008-07-03,33.223,"[35, 10749]",6.972
Polite Society,2023-04-27,33.207,"[35, 28, 18]",6.368
Abominable,2019-09-19,33.193,"[10751, 16, 12, 35]",7.491
Love Actually,2003-09-07,33.158,"[35, 10749, 18]",7.114
Snowpiercer,2013-08-01,33.154,"[28, 878, 18]",6.903
"As Above, So Below",2014-08-14,33.105,"[27, 53]",6.673
Annie,2014-12-19,33.101,"[35, 18, 10751]",6.243
Nosferatu,1922-02-16,33.086,[27],7.705
The Babadook,2014-05-22,33.085,"[18, 27]",6.526
Saint Seiya: Legend of Sanctuary,2014-06-21,33.079,"[28, 16, 14]",6.566
13 Going on 30,2004-04-13,33.079,"[35, 14, 10749]",6.742
SPY x FAMILY CODE: White,2023-12-22,33.078,"[16, 35, 12, 28]",7.1
Platoon,1986-12-19,33.068,"[18, 10752, 28]",7.747
Return of the Jedi,1983-05-25,33.055,"[12, 28, 878]",7.895
Crabs!,2021-08-26,33.045,"[35, 27]",4.25
The Loft,2014-10-14,33.044,[53],6.412
Code 8 Part II,2024-02-27,33.039,"[878, 28]",0.0
Primal Fear,1996-03-06,33.024,"[80, 18, 9648, 53]",7.657
Escape from New York,1981-05-23,33.003,"[878, 28]",7.064
Batman & Robin,1997-06-20,33.002,"[28, 878, 12]",4.342
The Angry Birds Movie,2016-05-11,32.967,"[16, 12, 35, 10751]",6.212
Istri Majikan,,32.959,"[18, 10749]",0.0
Home Sweet Home Alone,2021-11-12,32.946,"[35, 80, 10751]",4.919
The Spy Who Loved Me,1977-07-07,32.933,"[12, 28, 53]",6.796
Emergency Declaration,2022-08-03,32.266,"[28, 18, 53]",7.572
Casper,1995-05-26,29.731,"[14, 35, 10751]",6.312
The Trapped 13: How We Survived The Thai Cave,2022-10-05,39.709,[99],6.479
Scandalous Sex,2004-01-01,23.169,[18],6.995
Trainspotting,1996-02-23,32.478,"[18, 80]",7.968
The Talented Mr. Ripley,1999-12-25,28.977,"[53, 80, 18]",7.2
One Piece Film: GOLD,2016-07-23,29.232,"[28, 16, 12, 35]",7.233
I Am Dragon,2015-12-03,23.98,"[14, 10749]",7.2
Asterix & Obelix: Mission Cleopatra,2002-01-30,28.975,"[10751, 14, 35, 12]",7.381
Escape Plan 2: Hades,2018-06-05,32.731,"[28, 53, 9648, 80, 12]",5.168
Bad Times at the El Royale,2018-10-04,22.885,"[53, 18, 9648, 80]",6.834
The Tuxedo,2002-09-27,29.22,"[53, 28, 35, 878]",5.698
Legends of the Fall,1994-12-16,32.468,"[12, 18, 10749, 10752, 37]",7.392
The Smurfs,2011-07-29,33.72,"[16, 10751, 12, 35, 14]",5.76
The Cat in the Hat,2003-11-21,33.968,"[35, 12, 10751, 14]",5.282
Warm Bodies,2013-01-31,27.219,"[27, 35, 10749]",6.446
1987: When the Day Comes,2017-12-27,29.223,"[18, 36, 53]",8.099
Contagion,2011-09-08,26.468,"[18, 53, 878]",6.638
Flight,2012-11-02,26.467,[18],6.828
Zathura: A Space Adventure,2005-11-06,29.464,"[878, 12, 10751]",6.418
Rurouni Kenshin: The Final,2021-04-23,30.223,"[28, 12]",7.71
Cherry,2021-02-26,23.97,"[18, 80]",7.365
The 355,2022-01-05,28.974,"[28, 53]",6.098
Onward,2020-02-29,32.21,"[10751, 16, 12, 35, 14]",7.709
The Captive,2014-09-05,23.381,"[18, 53, 80]",5.839
Skinamarink,2023-01-13,42.494,[27],5.511
The Jack in the Box: Awakening,2022-02-24,28.972,[27],6.369
The Sorcerer's Apprentice,2010-07-13,29.698,"[14, 12, 28]",6.111
The Witch: Part 1. The Subversion,2018-06-27,35.202,"[28, 9648, 53, 878]",7.858
Army of the Dead,2021-05-14,37.961,"[28, 80, 18, 27, 878, 53]",6.241
"Miraculous World: New York, United HeroeZ",2020-09-25,29.207,"[16, 10770, 14, 28]",8.1
Escape from Pretoria,2020-03-06,23.2,"[18, 36, 53]",7.25
Martyrs,2008-09-03,43.187,"[27, 18, 53]",7.329
Klaus,2019-11-08,27.946,"[16, 10751, 12, 35, 14]",8.25
The Desperate Hour,2021-09-12,32.705,[53],5.945
The Forbidden Play,2023-09-08,53.043,"[27, 53]",5.5
Mulholland Drive,2001-06-06,39.183,"[53, 18, 9648]",7.8
Blow,2001-04-04,27.432,"[80, 18]",7.363
"Mickey, Donald, Goofy: The Three Musketeers",2004-08-04,30.432,"[12, 16, 35, 10751]",6.672
The Girl with the Dragon Tattoo,2011-12-14,28.433,"[53, 80, 9648]",7.4
Midway,2019-11-06,32.189,"[28, 18, 10752, 36]",7.151
Dawn of the Dead,1978-09-02,35.426,[27],7.492
Imagine Me & You,2006-01-27,33.427,"[18, 35, 10749]",7.582
A Dog's Purpose,2017-01-19,30.432,"[12, 35, 14, 10751, 18]",7.623
Jimmy Timmy Power Hour,2004-05-07,35.225,"[16, 35, 10751, 14, 10770, 878]",6.817
Naruto the Movie: Ninja Clash in the Land of Snow,2004-08-21,27.673,"[35, 28, 16, 12]",7.207
Star Wars: Episode III - Revenge of the Sith,2005-05-17,35.646,"[12, 28, 878]",7.4
Limitless,2011-03-08,35.422,"[53, 9648, 878]",7.189
Christmas Bloody Christmas,2022-10-05,33.706,[27],5.54
Brothers,2009-12-02,41.918,"[18, 53, 10752]",7.319
Diamonds Are Forever,1971-12-14,31.666,"[28, 53]",6.395
She Came to Me,2023-10-06,26.947,"[10749, 35, 18]",5.816
The Addams Family 2,2021-10-01,33.93,"[16, 12, 35, 10751, 14, 27]",7.005
Z-O-M-B-I-E-S 2,2020-06-13,24.416,"[14, 10749, 10770]",7.6
Pocahontas,1995-06-14,39.151,"[12, 16, 10751, 10749]",6.925
Friday the 13th Part VI: Jason Lives,1986-08-01,24.897,"[27, 53]",6.2
The Devil's Advocate,1997-10-17,37.646,"[18, 9648, 53, 27]",7.5
Tears of the Sun,2003-03-07,27.646,"[10752, 28, 18]",6.858
Wanted,2008-06-19,38.897,"[28, 53, 80]",6.517
Burning Betrayal,2023-10-25,33.764,"[10749, 9648, 18]",5.6
Justice League: The Flashpoint Paradox,2013-07-30,27.648,"[878, 16, 28, 12]",7.892
Polite Society,2023-04-27,33.207,"[35, 28, 18]",6.364
Horton Hears a Who!,2008-03-03,26.144,"[16, 35, 10751, 12, 14]",6.5
The Lego Batman Movie,2017-02-08,31.397,"[16, 28, 35, 10751]",7.223
The Penitent Thief,2021-02-25,32.597,"[18, 14]",6.1
Naruto Shippuden the Movie: The Will of Fire,2009-08-01,33.642,"[28, 12, 35, 18, 14, 16]",7.2
Who Am I,2014-09-25,24.892,[53],7.597
Collateral,2004-08-04,30.639,"[18, 80, 53]",7.216
Face/Off,1997-06-27,31.138,"[28, 80, 878]",7.023
Hostel: Part II,2007-06-07,26.889,[27],5.83
The Kissing Booth 2,2020-07-24,32.151,"[35, 10749]",7.681
Ben 10: Secret of the Omnitrix,2007-08-10,28.138,"[16, 878, 10751]",7.269
Ri¢hie Ri¢h,1994-12-19,22.546,"[35, 10751]",5.876
The Hurt Locker,2008-10-10,36.138,"[18, 53, 10752]",7.258
Sausage Party,2016-07-11,47.642,"[12, 16, 35, 14]",5.745
Don't Breathe,2016-06-08,28.392,"[53, 27]",7.01
Dolittle,2020-01-02,23.897,"[10751, 35, 14, 12]",6.624
Ghostbusters,1984-06-08,38.384,"[35, 14]",7.475
The Texas Chainsaw Massacre,2003-05-21,28.382,[27],6.257
Mean Girls 2,2011-01-23,30.634,[35],5.216
Don't Breathe,2016-06-08,28.392,"[53, 27]",7.01
Dolittle,2020-01-02,23.897,"[10751, 35, 14, 12]",6.623
Ghostbusters,1984-06-08,38.384,"[35, 14]",7.475
The Texas Chainsaw Massacre,2003-05-21,28.382,[27],6.257
Mean Girls 2,2011-01-23,30.634,[35],5.216
Blue Valentine,2010-12-26,26.133,"[18, 10749]",6.939
Space Jam,1996-11-15,29.629,"[10751, 16, 35, 878]",6.831
Rocky II,1979-06-15,38.378,[18],7.268
Haikyu!! THE MOVIE -Decisive Battle at the Garbage Dump-,2024-02-16,52.527,"[16, 35, 18]",9.0
Cold Blood,2019-05-15,52.513,"[53, 28]",5.338
Star Trek Into Darkness,2013-05-05,32.379,"[28, 12, 878]",7.328
Gonjiam: Haunted Asylum,2018-03-28,30.382,"[27, 9648]",7.327
American Assassin,2017-09-14,29.128,"[28, 53]",6.396
I Spit on Your Grave,2010-06-17,33.873,"[53, 80, 27]",6.499
Dances with Wolves,1990-03-30,35.119,"[12, 18, 37]",7.849
The Bourne Ultimatum,2007-08-03,34.121,"[28, 18, 9648, 53]",7.4
Eight Legged Freaks,2002-07-17,28.869,"[28, 35, 27, 53]",5.775
Caligula,1979-08-14,34.618,"[18, 36, 10749]",6.023
The Princess,2022-06-16,28.898,"[28, 14]",6.862
The Wonderful World of Mickey Mouse: Steamboat Silly,2023-07-28,29.032,"[16, 35]",7.368
Mallari,2023-12-25,32.154,"[18, 27]",8.0
The Hitman's Bodyguard,2017-08-16,32.154,"[28, 35]",6.9
"O Brother, Where Art Thou?",2000-08-30,32.153,"[12, 35, 80]",7.33
The Kissing Booth 2,2020-07-24,32.151,"[35, 10749]",7.681
Groundhog Day,1993-02-11,32.124,"[10749, 14, 18, 35]",7.607
The Lego Movie,2014-02-06,32.121,"[16, 10751, 12, 35, 14]",7.419
Blade: Trinity,2004-12-08,32.113,"[28, 27, 14]",5.856
Addicted,2014-10-10,32.112,"[18, 53]",5.882
Anaconda,1997-04-11,32.109,"[12, 27, 53]",5.181
Cocaine Godmother,2017-11-12,32.105,"[18, 10770, 80]",6.5
The Seventh Seal,1957-02-16,32.105,"[14, 18]",8.196
The Goonies,1985-06-07,32.1,"[12, 35, 10751]",7.5
Secretary,2002-09-20,32.083,"[35, 18, 10749]",6.774
My First Barbie: Happy DreamDay,2023-02-13,32.061,"[10751, 16]",6.4
The Temptation of Kimono,2009-03-27,32.032,"[18, 10749]",5.846
Race for Glory: Audi vs Lancia,2024-01-05,32.03,"[18, 36]",6.167
The Untouchables,1987-06-03,32.017,"[80, 18, 36, 53]",7.773
Kingdom 2: Far and Away,2022-07-15,32.014,"[28, 12, 10752]",7.107
The Heist of the Century,2020-01-16,31.998,"[35, 53, 80]",7.8
Mile 22,2018-08-16,31.997,"[28, 53]",6.217
A Real Young Girl,1976-01-01,33.339,[18],5.233
All Things Fair,1995-03-08,37.088,"[18, 10749, 10752]",6.5
Burning,2018-05-17,25.094,"[9648, 18, 53]",7.4
Captain America: The Winter Soldier,2014-03-20,35.153,"[28, 12, 878]",7.668
The Final Destination,2009-08-26,28.836,"[27, 9648]",5.601
Savage Salvation,2022-12-02,35.877,[53],6.424
Secretary,2002-09-20,32.083,"[35, 18, 10749]",6.774
A View to a Kill,1985-05-24,29.33,"[12, 28, 53]",6.226
Monster High: Why Do Ghouls Fall in Love?,2012-02-12,25.083,"[14, 16]",8.003
Batman Forever,1995-06-16,33.574,"[28, 80, 14]",5.416
My Bloody Valentine,1981-02-11,22.824,"[27, 53, 9648]",6.5
